id,tweet_id,entity_type,text_in_tweet,expanded_url,mentioned_user_id
464,1937465797854609714,hashtag,DeFiInfra,,
465,1937465797854609714,hashtag,LiquidityLayer,,
466,1937465797854609714,hashtag,TradingEvolution,,
467,1924913520719609932,user_mention,KaitoAI,,1522696492791869445
468,1937196061489037415,user_mention,cryptojack,,1415997802321256453
469,1937196061489037415,user_mention,Yellow,,2651
470,1915417521731014806,user_mention,Yellow,,2651
471,1934736121961042023,user_mention,0xYellow,,1174735464755937280
472,1934736121961042023,user_mention,AlexisYellow,,1073158424135819264
473,1929990251612656059,url,https://t.co/l1lSlhgTYj,https://yellow.com/join?ref=wp9nUKur,
474,1924799016287797394,user_mention,Yellow,,2651
475,1932195070729756802,user_mention,yellow_org,,1091587955133579265
476,1937117191725289755,url,https://t.co/6szrmRqkpc,https://yellow.com/news/built-on-yellow-sdk-mivio-app-launches-fee-free-cashless-payments-for-festival-vendors-attendees,
477,1937827833851904460,user_mention,Yellow,,2651
478,1931263889758384618,user_mention,Yellow,,2651
479,1924171489084932247,url,https://t.co/YQG781pNJU,https://www.ainvest.com/news/uk-mandates-crypto-firms-report-customer-data-2026-2505-11/,
480,1928203618743713866,hashtag,DeFi,,
481,1928203618743713866,hashtag,Crypto,,
482,1928203618743713866,hashtag,YellowNetwork,,
483,1928203618743713866,hashtag,UtilityToken,,
484,1928203618743713866,hashtag,Web3,,
485,1930277434340888726,user_mention,HTX_Global,,914029581610377217
486,1930277434340888726,user_mention,Yellow,,2651
487,1932396717002916301,user_mention,Yellow,,2651
488,1932396717002916301,hashtag,BTC,,
489,1932396717002916301,hashtag,ETH,,
490,1932396717002916301,hashtag,Crypto,,
491,1932396717002916301,hashtag,Web3,,
492,1932396717002916301,hashtag,YellowNetwork,,
493,1932396717002916301,hashtag,DeFi,,
494,1928523035880882602,user_mention,DeFi_Pop,,1391820349105483780
495,1928523035880882602,user_mention,Yellow,,2651
496,1928523035880882602,user_mention,Yellow,,2651
497,1928523035880882602,hashtag,Web3ForGood,,
498,1928523035880882602,hashtag,YellowNetwork,,
499,1928523035880882602,hashtag,CryptoWithPurpose,,
500,1932451501433127353,user_mention,ethkyiv_ua,,1813195216486019072
501,1932451501433127353,user_mention,Yellow,,2651
502,1929424830169780722,user_mention,Yellow,,2651
503,1932773854583181549,user_mention,Yellow,,2651
504,1925215555633467602,user_mention,binance,,877807935493033984
505,1925215555633467602,user_mention,Yellow,,2651
506,1926709844687389150,user_mention,Yellow,,2651
507,1935816192951787999,hashtag,markets,,
508,1935816192951787999,hashtag,geopolitics,,
509,1935816192951787999,hashtag,oil,,
510,1935816192951787999,hashtag,IranIsrael,,
511,1935816192951787999,hashtag,Bitcoin,,
512,1935816192951787999,hashtag,SP500,,
513,1935816192951787999,hashtag,riskmanagement,,
514,1928106995124687307,user_mention,Bitcoin,,357312062
515,1927842312442233034,user_mention,Yellow,,2651
516,1932596849963147746,user_mention,Yellow,,2651
517,1932596849963147746,user_mention,1inch,,1137038394503114753
518,1932596849963147746,hashtag,YellowWallet,,
519,1932596849963147746,hashtag,FUSIONSWAP,,
520,1924034748474638453,hashtag,Bitcoin,,
521,1934514284265869739,user_mention,Yellow,,2651
522,1934514284265869739,user_mention,Yellow,,2651
523,1934514284265869739,user_mention,Yellow,,2651
524,1934514284265869739,hashtag,YellowNetwork,,
525,1934514284265869739,hashtag,DeFiSimplified,,
526,1934514284265869739,hashtag,CryptoLiquidity,,
527,1934514284265869739,hashtag,Web3ForEveryone,,
528,1934514284265869739,hashtag,SmartTrading,,
529,1934514284265869739,hashtag,CryptoUX,,
530,1934514284265869739,hashtag,NextGenFinance,,
531,1934514284265869739,hashtag,UserFirstCrypto,,
532,1934514284265869739,hashtag,CryptoMadeEasy,,
533,1934514284265869739,hashtag,BlockchainInfrastructure,,
534,1934514284265869739,hashtag,YellowIsComing,,
535,1918302787290431955,url,https://t.co/hcjZqV06Sk,https://yellow.com/news/bloomberg-expert-predicts-summer-of-crypto-etfs-for-xrp-doge-and-sol,
536,1921478472309854588,url,https://t.co/FgpavlG9UM,https://x.com/rovercrc/status/1921445666775290148?s=19,
537,1922321563119960393,url,https://t.co/4sgkX1BLuC,https://es.cointelegraph.com/news/bitcoin-profit-taking-at-106-k-the-first-stop-before-new-all-time-btc-price-highs,
538,1935276230720548959,user_mention,Yellow,,2651
539,1935276230720548959,user_mention,Rafael_yell0w,,1364642520362328065
540,1935276230720548959,user_mention,CryptoSteveh,,831288185904783361
541,1935276230720548959,user_mention,mandragora_zero,,1764703014852423680
542,1935276230720548959,user_mention,euromandriver,,1071340489109053442
543,1935276230720548959,user_mention,Neffxbt,,1460823541801054212
544,1935276230720548959,user_mention,criptomike94,,1267915742252597250
545,1935276230720548959,user_mention,0xYellow_Navy,,1907697482999672833
546,1935276230720548959,user_mention,Scabboy01,,427193210
547,1935276230720548959,user_mention,estovaderelojes,,3044807060
548,1935276230720548959,user_mention,reijer_klopman,,22130734
549,1935276230720548959,url,https://t.co/BKei4nD3mw,https://x.com/Yellow,
550,1935276230720548959,url,https://t.co/aJMYpuC48b,https://yellow.org,
551,1931012335885234295,user_mention,cryptojack,,1415997802321256453
552,1931012335885234295,hashtag,YellowNetwork,,
553,1931012335885234295,hashtag,CryptoInfra,,
554,1931012335885234295,hashtag,DePIN,,
555,1924423885430145528,url,https://t.co/5Q9ao5LJas,https://x.com/Cointelegraph/status/1924395029763625036,
556,1929782908169973932,url,https://t.co/zzHu6bMN9p,https://x.com/Cointelegraph/status/1929742360100888776?s=19,
557,1933171143294193701,user_mention,Yellow,,2651
558,1933171143294193701,hashtag,YellowNetwork,,
559,1933171143294193701,hashtag,CryptoInvesting,,
560,1933171143294193701,hashtag,DeFiInfrastructure,,
561,1933171143294193701,hashtag,Layer3,,
562,1933171143294193701,hashtag,TradingRevolution,,
563,1933171143294193701,hashtag,CryptoAlpha,,
564,1933171143294193701,hashtag,NoMiddlemen,,
565,1933029549404512573,user_mention,Yellow,,2651
566,1938518615848100202,user_mention,Yellow,,2651
567,1938518615848100202,user_mention,Bybit_Official,,999947328621395968
568,1938518615848100202,url,https://t.co/yTf88FmrhJ,https://coinmarketcap.com/community/articles/685d5e140e6fd35e5a592085/,
569,1925598602757279890,hashtag,YellowCrypto,,
570,1925598602757279890,hashtag,Layer3,,
571,1925598602757279890,hashtag,Web3,,
572,1925598602757279890,hashtag,DeFi,,
573,1925598602757279890,hashtag,CryptoInnovation,,
574,1930513230973083756,url,https://t.co/ser1npiDcb,http://pump.fun,
575,1930513230973083756,url,https://t.co/MRJihpYuaz,https://x.com/Cointelegraph/status/1930414325652500829?s=03,
576,1928175559353209252,user_mention,0xYellow,,1174735464755937280
577,1928175559353209252,user_mention,EthPrague,,1220700105734533120
578,1928175559353209252,user_mention,Yellow,,2651
579,1928175559353209252,hashtag,Web3,,
580,1928175559353209252,hashtag,Statechannels,,
581,1930370181395820895,user_mention,Web3Auth,,1045515154987802624
582,1930370181395820895,user_mention,Consensys,,3129477561
583,1930370181395820895,hashtag,Web3,,
584,1930370181395820895,hashtag,Blockchain,,
585,1930370181395820895,hashtag,Consensys,,
586,1930370181395820895,hashtag,YellowNetwork,,
587,1930370181395820895,hashtag,CryptoEcosystem,,
588,1927345456578703788,hashtag,BTC,,
589,1938633114948895116,user_mention,DKScrypto,,1512760886808752132
590,1938633114948895116,user_mention,Yellow,,2651
591,1938633114948895116,user_mention,Yellow,,2651
592,1938633114948895116,hashtag,YellowNetwork,,
593,1938633114948895116,hashtag,Web3,,
594,1938633114948895116,hashtag,Crypto,,
595,1935364123262320695,user_mention,Yellow,,2651
596,1935364123262320695,hashtag,YellowDotFun,,
597,1935364123262320695,hashtag,MemecoinInfra,,
598,1935364123262320695,hashtag,Layer3,,
599,1918048784275165478,url,https://t.co/vvkGqLbxL4,https://zycrypto.com/charles-hoskinson-slams-ethereum-says-it-will-be-dead-in-10-years-like-blackberry/,
600,1930689227987272188,url,https://t.co/LeCkG318xl,https://x.com/Cointelegraph/status/1930678980899926185?s=19,
601,1933548942806921411,user_mention,Yellow,,2651
602,1933548942806921411,hashtag,YellowNetwork,,
603,1933548942806921411,hashtag,Yellow,,
604,1933548942806921411,hashtag,DeFi,,
605,1933548942806921411,hashtag,Web3,,
606,1928184576234459626,hashtag,Crypto,,
607,1928184576234459626,hashtag,DeFiAlert,,
608,1920734443125256660,hashtag,BTC,,
609,1920734443125256660,hashtag,ETH,,
610,1938618727655751829,hashtag,YellowNetwork,,
611,1938618727655751829,hashtag,Web3,,
612,1938618727655751829,hashtag,Interoperability,,
613,1938618727655751829,hashtag,BridgeFreeCrypto,,
614,1937519567808459144,user_mention,Yellow,,2651
615,1930588646995820777,user_mention,itsFoxCrypto,,419697640
616,1930588646995820777,user_mention,binance,,877807935493033984
617,1930588646995820777,user_mention,Yellow,,2651
618,1930588646995820777,hashtag,Binance,,
619,1930588646995820777,hashtag,Yellow,,
620,1916473163602448495,user_mention,Yellow,,2651
621,1916473163602448495,url,https://t.co/vYls1IrFVE,https://x.com/0xYellow/status/1916147473971548456?s=03,
622,1934529848443011115,hashtag,PrivateFinance,,
623,1934529848443011115,hashtag,XKard,,
624,1934529848443011115,hashtag,DeFi,,
625,1934488677939597382,user_mention,Yellow,,2651
626,1934651034741379207,hashtag,Crypto,,
627,1934651034741379207,hashtag,Altcoins,,
628,1934651034741379207,hashtag,BTC,,
629,1934651034741379207,hashtag,ETH,,
630,1934651034741379207,hashtag,Web3,,
631,1930164855798919434,user_mention,CoinStats,,1094095877302611969
632,1930164855798919434,hashtag,YellowNetwork,,
633,1930164855798919434,hashtag,DePIN,,
634,1930164855798919434,hashtag,Web3,,
635,1917269447636566233,user_mention,OrbitEarn,,1894316494005399552
636,1917269447636566233,user_mention,Yellow,,2651
637,1925219320721784953,user_mention,coinbureau,,906230721513181184
638,1916141967068549300,user_mention,Yellow,,2651
639,1927022486115279088,user_mention,Yellow,,2651
640,1927022486115279088,hashtag,YellowPill,,
641,1927022486115279088,hashtag,Layer3,,
642,1927022486115279088,hashtag,Crypto,,
643,1927022486115279088,hashtag,DeFi,,
644,1927022486115279088,hashtag,Web3Community,,
645,1933494562556899706,user_mention,Yellow,,2651
646,1933494562556899706,user_mention,Uniswap,,984188226826010624
647,1933494562556899706,user_mention,dYdX,,909929047626354688
648,1935035007128776914,user_mention,Yellow,,2651
649,1926994481041055949,user_mention,VitalikButerin,,295218901
650,1926994481041055949,url,https://t.co/1S8pdvZTPT,https://x.com/VitalikButerin/status/1926616257094091216?t=oxhBSD0sdu4kDjZSZzopTQ&s=19,
651,1926994481041055949,url,https://t.co/innkd0RClx,https://www.cripto247.com/mercados-trading/vitalik-buterin-explic%C3%B3-las-razones-por-las-que-ethereum-es-la-alternativa-ideal-al-efectivo-y-es-vital-para-la-privacidad-en-pagos-digitales,
652,1937175832537260394,user_mention,kucoincom,,910110294625492992
653,1937175832537260394,user_mention,Yellow,,2651
654,1923820074302885983,user_mention,Yellow,,2651
655,1923820074302885983,user_mention,0xYellow,,1174735464755937280
656,1923820074302885983,hashtag,YELLOWWallet,,
657,1929142805093335301,user_mention,Yellow,,2651
658,1929142805093335301,hashtag,YellowNetwork,,
659,1929142805093335301,hashtag,Layer3,,
660,1929142805093335301,hashtag,Web3,,
661,1929142805093335301,hashtag,DePIN,,
662,1918284622871577076,hashtag,Token2049Dubai,,
663,1934661074877599974,user_mention,Yellow,,2651
664,1930621022945804465,user_mention,Yellow,,2651
665,1938645891885199600,user_mention,marketmaker_hq,,140477373
666,1938645891885199600,user_mention,Yellow,,2651
667,1938645891885199600,user_mention,Yellow,,2651
668,1938645891885199600,hashtag,BadCop,,
669,1938645891885199600,hashtag,GoodCop,,
670,1938645891885199600,hashtag,Story,,
671,1938645891885199600,hashtag,Crypto,,
672,1938645891885199600,hashtag,YellowNetwork,,
673,1938645891885199600,hashtag,YellowLegacy,,
674,1938645891885199600,hashtag,Blockchain,,
675,1938645891885199600,hashtag,DeFi,,
676,1938645891885199600,hashtag,Interoperability,,
677,1938645891885199600,hashtag,StateChannels,,
678,1938645891885199600,hashtag,Crypt,,
679,1938645891885199600,hashtag,Adoption,,
680,1925307679720775815,user_mention,Yellow,,2651
681,1932499547470901752,user_mention,Yellow,,2651
682,1932499547470901752,user_mention,Yellow,,2651
683,1932499547470901752,hashtag,UtilityToken,,
684,1932499547470901752,hashtag,Layer3,,
685,1932499547470901752,hashtag,YellowToken,,
686,1932499547470901752,hashtag,Crypto,,
687,1932499547470901752,hashtag,UtilityToken,,
688,1932499547470901752,hashtag,DeFi,,
689,1932499547470901752,hashtag,TradFi,,
690,1937417454621475180,user_mention,AlexisYellow,,1073158424135819264
691,1937417454621475180,user_mention,Yellow,,2651
692,1937995741617623408,user_mention,Yellow,,2651
693,1935432345538241012,user_mention,Yellow,,2651
694,1931015784387555751,url,https://t.co/VLSZzbLz8U,http://Fortune.com,
695,1929940091822084307,user_mention,okx,,867617849208037377
696,1929940091822084307,user_mention,Yellow,,2651
697,1930225681914318975,user_mention,YELLOW,,2651
698,1930225681914318975,hashtag,YellowNetwork,,
699,1930225681914318975,hashtag,TGE,,
700,1930225681914318975,hashtag,CryptoPowerMoves,,
701,1930225681914318975,hashtag,YELLOW,,
702,1937123394614427962,user_mention,Yellow,,2651
703,1929890235162165309,user_mention,TheCryptoLark,,30325257
704,1929890235162165309,hashtag,DYOR,,
705,1929890235162165309,hashtag,Altcoins,,
706,1929890235162165309,hashtag,Layer3,,
707,1929890235162165309,hashtag,YellowNetwork,,
708,1929890235162165309,hashtag,CryptoDip,,
709,1929537549556502986,user_mention,Yellow,,2651
710,1929537549556502986,hashtag,CLEARSYNC,,
711,1935780217970131133,user_mention,Yellow,,2651
712,1928948608663171373,hashtag,Ethereum,,
713,1928948608663171373,hashtag,ETH,,
714,1928948608663171373,hashtag,Trading,,
715,1928948608663171373,hashtag,CMEgap,,
716,1931443923467059354,user_mention,Yellow,,2651
717,1921466897121313089,hashtag,yellow,,
718,1927834379264364829,user_mention,Yellow,,2651
719,1927834379264364829,hashtag,Yellow,,
720,1927834379264364829,hashtag,YellowCapital,,
721,1927834379264364829,hashtag,Crypto,,
722,1927834379264364829,hashtag,DeFi,,
723,1927834379264364829,hashtag,Blockchain,,
724,1927675552548216850,hashtag,Crypto,,
725,1927675552548216850,hashtag,BlockchainTrends,,
726,1927675552548216850,hashtag,Web3,,
727,1927675552548216850,hashtag,AI,,
728,1927675552548216850,hashtag,DeFi,,
729,1927675552548216850,hashtag,NFTs,,
730,1927675552548216850,hashtag,GameFi,,
731,1927675552548216850,hashtag,memecoinsol,,
732,1937028196500684801,user_mention,Yellow,,2651
733,1937028196500684801,hashtag,Layer3,,
734,1937028196500684801,hashtag,Interoperability,,
735,1937028196500684801,hashtag,YellowNetwork,,
736,1915766804581851334,user_mention,Yellow,,2651
737,1915766804581851334,url,https://t.co/l5dJw8pNZU,https://yellow.com,
738,1932198025348481287,user_mention,Yellow,,2651
739,1920029463749730597,user_mention,CoinMarketCap,,2260491445
740,1920029463749730597,hashtag,BTC,,
741,1938481351318987002,user_mention,Yellow,,2651
742,1938481351318987002,url,https://t.co/wFPNohqClu,https://x.com/Yellow,
743,1938481351318987002,url,https://t.co/qW2ihyD8ey,https://yellow.org,
744,1932522925157953907,hashtag,Web3,,
745,1932522925157953907,hashtag,DeFi,,
746,1932522925157953907,hashtag,Crypto,,
747,1932522925157953907,hashtag,YellowNetwork,,
748,1932522925157953907,url,https://t.co/WbTwi01D0S,http://yellow.org,
749,1932522925157953907,url,https://t.co/LqYQpbtvA6,http://yellow.com,
750,1924717287979810980,hashtag,XRP,,
751,1924717287979810980,hashtag,ETH1,,
752,1917657442957078537,url,https://t.co/mwdo7CmyUu,https://www.mastercard.com/news/press/2025/april/mastercard-unveils-end-to-end-capabilities-to-power-stablecoin-transactions-from-wallets-to-checkouts/,
753,1930060765483954575,user_mention,0xYellow,,1174735464755937280
754,1930060765483954575,hashtag,YellowNetwork,,
755,1938946010413236370,user_mention,Yellow,,2651
756,1938946010413236370,user_mention,Yellow,,2651
757,1938946010413236370,hashtag,Web3,,
758,1938946010413236370,hashtag,Web3,,
759,1920151199736565878,user_mention,Yellow,,2651
760,1920151199736565878,url,https://t.co/uvwc6ypkWY,https://yellow.com/win?ref=Rgorqpvz,
761,1937870443266064711,user_mention,Yellow,,2651
762,1937870443266064711,hashtag,Web2,,
763,1937870443266064711,hashtag,Web3,,
764,1937870443266064711,hashtag,Yellow,,
765,1937870443266064711,hashtag,Altseason2025,,
766,1937870443266064711,hashtag,DeFi,,
767,1937870443266064711,hashtag,TradFi,,
768,1938615800564244688,hashtag,YellowNetwork,,
769,1938615800564244688,hashtag,Web3,,
770,1938615800564244688,hashtag,Interoperability,,
771,1938615800564244688,hashtag,BridgeFreeCrypto,,
772,1931570303974379841,hashtag,YellowNetwork,,
773,1931570303974379841,hashtag,SundayVibes,,
774,1931570303974379841,hashtag,DePIN,,
775,1931570303974379841,hashtag,Web3Builders,,
776,1922906728930131993,hashtag,DodgeArmy,,
777,1922906728930131993,hashtag,XRPArmy,,
778,1922906728930131993,hashtag,YellowNavy,,
779,1922906728930131993,url,https://t.co/AIkalsBH4K,https://t.me/yellow_org,
780,1922906728930131993,url,https://t.co/01eFtXm3zf,https://discord.gg/yellownetwork,
781,1917616723768783166,url,https://t.co/WP0bBzIhvV,https://yellow.com/news/sec-delays-doge-and-xrp-etfs-ends-pyusd-stablecoin-inquiry-with-no-action,
782,1938594710852862275,user_mention,Yellow,,2651
783,1938594710852862275,hashtag,YellowNetwork,,
784,1938594710852862275,hashtag,CryptoEducation,,
785,1938594710852862275,hashtag,Layer3,,
786,1938594710852862275,hashtag,DePIN,,
787,1938594710852862275,hashtag,CryptoAlpha,,
788,1938594710852862275,hashtag,Web3Trading,,
789,1938594710852862275,hashtag,BullishOnYellow,,
790,1938594710852862275,hashtag,FinanceClass,,
791,1938594710852862275,hashtag,TDCAlpha,,
792,1938594710852862275,hashtag,NextBigNarrative,,
793,1938594710852862275,hashtag,RealYield,,
794,1938594710852862275,hashtag,CryptoRob,,
795,1938594710852862275,hashtag,UniversityAlpha,,
796,1931012067705680322,user_mention,WhaleInsider,,1235148742631862273
797,1931012067705680322,hashtag,Ethereum,,
798,1931012067705680322,hashtag,BlackRock,,
799,1931012067705680322,hashtag,CryptoFlow,,
800,1928205971660157150,user_mention,Yellow,,2651
801,1928205971660157150,hashtag,YellowSDK,,
802,1928205971660157150,hashtag,Web3Dev,,
803,1928205971660157150,hashtag,BUIDLbetter,,
804,1928205971660157150,hashtag,CrossChainReady,,
805,1928312632563384348,hashtag,Bitcoin,,
806,1928312632563384348,hashtag,CryptoNews,,
807,1932853817017503745,hashtag,Bitcoin,,
808,1932853817017503745,hashtag,CryptoStories,,
809,1932853817017503745,hashtag,BlockchainFails,,
810,1932853817017503745,hashtag,Miners,,
811,1932853817017503745,hashtag,CryptoEducation,,
812,1937188799856955708,user_mention,yourcryptodj,,1265223205230383104
813,1937188799856955708,user_mention,Yellow,,2651
814,1929445111726793180,user_mention,Yellow,,2651
815,1929445111726793180,hashtag,Yellow,,
816,1929445111726793180,hashtag,Web3,,
817,1929445111726793180,hashtag,vapps,,
818,1929445111726793180,hashtag,defi,,
819,1929445111726793180,url,https://t.co/SmmTNvb6qe,https://ethglobal.com/showcase/yetris-czm88,
820,1934550596113330197,user_mention,Yellow,,2651
821,1934550596113330197,user_mention,Rafael_yell0w,,1364642520362328065
822,1934550596113330197,user_mention,CryptoSteveh,,831288185904783361
823,1934550596113330197,user_mention,mandragora_zero,,1764703014852423680
824,1934550596113330197,user_mention,euromandriver,,1071340489109053442
825,1934550596113330197,user_mention,Neffxbt,,1460823541801054212
826,1934550596113330197,user_mention,criptomike94,,1267915742252597250
827,1934550596113330197,user_mention,0xYellow_Navy,,1907697482999672833
828,1934550596113330197,user_mention,Scabboy01,,427193210
829,1934550596113330197,user_mention,estovaderelojes,,3044807060
830,1934550596113330197,user_mention,reijer_klopman,,22130734
831,1934550596113330197,url,https://t.co/BKei4nD3mw,https://x.com/Yellow,
832,1934550596113330197,url,https://t.co/aJMYpuC48b,https://yellow.org,
833,1932890117846544844,user_mention,Yellow,,2651
834,1932890117846544844,hashtag,ETF,,
835,1932890117846544844,url,https://t.co/Wo1nwvl8gI,https://x.com/Polacobest80/status/1932872353790505361?t=ekKDVONcwomiqisUsGxJpQ&s=19,
836,1918650369720123392,url,https://t.co/nkJqOq9u1c,https://coinstats.app/news/182c18036efac48e6424f3acebc2032d378ba939f7abeaee307a8758a30f9944_Will-Ethereum-Become-the-New-Bitcoin%3F-Vitalik-Buterin-Has-a-Plan-For-It/,
837,1931937447597752791,user_mention,Yellow,,2651
838,1931937447597752791,hashtag,Runestones,,
839,1915782731167916378,user_mention,Yellow,,2651
840,1934678589422948755,hashtag,YellowNetwork,,
841,1934678589422948755,hashtag,DeFi,,
842,1934678589422948755,hashtag,AntiSniper,,
843,1934678589422948755,hashtag,Web3,,
844,1932444360450400352,url,https://t.co/gxExwOu2XC,https://www.ccn.com/news/crypto/sec-innovation-exemption-defi-signals-policy-shift/,
845,1938571108166586677,user_mention,Binance_intern,,1454876004279848966
846,1930244893957378207,hashtag,IBIT,,
847,1938988180289548528,user_mention,Yellow,,2651
848,1938988180289548528,hashtag,Crypto,,
849,1938988180289548528,hashtag,DeFi,,
850,1938988180289548528,hashtag,MEV,,
